QuizID,Category,Subtopic,Title,Level,DurationSeconds,QuestionText,OptionA,OptionB,OptionC,OptionD,CorrectAnswer
693949,Logical & Aptitude Reasoning,Data Interpretation,Data Interpretation - Hard Level Challenge,Hard,1200,"A company has 500 employees and each employee produces 20 units of product per day. If the company operates 5 days a week, how many units of product are produced per week?",5000,10000,25000,50000,OptionC
693949,Logical & Aptitude Reasoning,Data Interpretation,Data Interpretation - Hard Level Challenge,Hard,1200,"A student scored 85, 90, and 78 on three tests. What is their average score?",84.33,85.33,86.33,87.33,OptionA
693949,Logical & Aptitude Reasoning,Data Interpretation,Data Interpretation - Hard Level Challenge,Hard,1200,"A car rental company charges $40 per day plus $0.25 per mile. If a customer rents a car for 3 days and drives 200 miles, what is the total cost?",$160,$180,$200,$220,OptionB
693949,Logical & Aptitude Reasoning,Data Interpretation,Data Interpretation - Hard Level Challenge,Hard,1200,"A group of friends want to split a bill evenly. If the bill is $120 and there are 8 friends, how much will each friend pay?",$12,$15,$18,$20,OptionB
211656,Logical & Aptitude Reasoning,Data Interpretation,Data Interpretation - Medium Level Challenge,Medium,900,"A company has 10 manufacturing units, each producing 1000 units of a product. If the company increases production by 20% across all units, what is the new total production?",10000,12000,11000,13000,OptionB
211656,Logical & Aptitude Reasoning,Data Interpretation,Data Interpretation - Medium Level Challenge,Medium,900,"A survey of 100 students found that 60 liked reading, 50 liked writing, and 30 liked both. How many students liked either reading or writing or both?",70,80,90,100,OptionD
211656,Logical & Aptitude Reasoning,Data Interpretation,Data Interpretation - Medium Level Challenge,Medium,900,A car travels from city A to city B at an average speed of 40 km/h and returns at an average speed of 60 km/h. What is the average speed of the car for the entire trip?,45 km/h,48 km/h,50 km/h,52 km/h,OptionB
211656,Logical & Aptitude Reasoning,Data Interpretation,Data Interpretation - Medium Level Challenge,Medium,900,"A set of 10 numbers has a mean of 20 and a median of 22. If the largest number is 30, what is the sum of the remaining 9 numbers?",170,180,190,200,OptionA
211656,Logical & Aptitude Reasoning,Data Interpretation,Data Interpretation - Medium Level Challenge,Medium,900,"A company has 3 departments: A, B, and C. Department A has 20 employees, department B has 30 employees, and department C has 40 employees. If 2 employees from department A, 3 employees from department B, and 4 employees from department C were absent, what percentage of employees were absent?",5%,6%,7%,8%,OptionC
211656,Logical & Aptitude Reasoning,Data Interpretation,Data Interpretation - Medium Level Challenge,Medium,900,"A store sells two types of products, A and B. Product A costs $10 and product B costs $20. If the store sells 100 units of product A and 50 units of product B, what is the average revenue per unit sold?",14,15,16,17,OptionB
211656,Logical & Aptitude Reasoning,Data Interpretation,Data Interpretation - Medium Level Challenge,Medium,900,"A city has a population of 100,000. If 20% of the population is under 18 and 30% is above 65, what percentage of the population is between 18 and 65?",40%,50%,60%,70%,OptionB
211656,Logical & Aptitude Reasoning,Data Interpretation,Data Interpretation - Medium Level Challenge,Medium,900,"A student scored 90, 80, and 70 in 3 subjects. What is the average score of the student?",80,82,83,85,OptionB
211656,Logical & Aptitude Reasoning,Data Interpretation,Data Interpretation - Medium Level Challenge,Medium,900,"A bakery sells 200 loaves of bread per day. If the cost of each loaf is $2 and the profit margin is 20%, what is the daily profit of the bakery?",80,100,120,160,OptionC
211656,Logical & Aptitude Reasoning,Data Interpretation,Data Interpretation - Medium Level Challenge,Medium,900,"A group of friends want to split a bill evenly. If the total bill is $120 and 2 friends decide to leave without paying, what is the new amount each friend needs to pay?",20,22,24,30,OptionC
337628,Logical & Aptitude Reasoning,Logical Reasoning,Logical Reasoning - Easy Level Challenge,Easy,600,"If all roses are flowers and some flowers fade quickly, which of the following must be true?",All roses fade quickly.,Some roses are flowers.,Some flowers are roses.,No roses fade quickly.,Some flowers are roses.
337628,Logical & Aptitude Reasoning,Logical Reasoning,Logical Reasoning - Easy Level Challenge,Easy,600,"Which number comes next in the pattern: 3, 6, 9, 12, ___?",18,16,15,13,15
337628,Logical & Aptitude Reasoning,Logical Reasoning,Logical Reasoning - Easy Level Challenge,Easy,600,"Anna is taller than Mike, and Mike is taller than Sara. Who is the shortest?",Mike,Anna,Sara,Anna and Sara,Sara
337628,Logical & Aptitude Reasoning,Logical Reasoning,Logical Reasoning - Easy Level Challenge,Easy,600,"If HOUSE is coded as HTRDF, how is MOUSE coded?",NTRDF,MTRDF,MQRST,MTUDF,MTRDF
337628,Logical & Aptitude Reasoning,Logical Reasoning,Logical Reasoning - Easy Level Challenge,Easy,600,"Find the odd one out: Cat, Dog, Rabbit, Car",Rabbit,Cat,Car,Dog,Car
337628,Logical & Aptitude Reasoning,Logical Reasoning,Logical Reasoning - Easy Level Challenge,Easy,600,Which word does NOT belong with the others?,Apple,Banana,Carrot,Mango,Carrot
337628,Logical & Aptitude Reasoning,Logical Reasoning,Logical Reasoning - Easy Level Challenge,Easy,600,"What is the missing number: 2, 4, 8, 16, ___",20,32,24,28,32
337628,Logical & Aptitude Reasoning,Logical Reasoning,Logical Reasoning - Easy Level Challenge,Easy,600,"John is facing north. He turns 90 degrees right, then 180 degrees left. Which direction is he facing now?",South,West,East,North,West
337628,Logical & Aptitude Reasoning,Logical Reasoning,Logical Reasoning - Easy Level Challenge,Easy,600,"Which of the following does not belong in the sequence: 5, 7, 9, 11, 14",9,7,14,11,14
337628,Logical & Aptitude Reasoning,Logical Reasoning,Logical Reasoning - Easy Level Challenge,Easy,600,"If a triangle has three sides, how many sides does a pentagon have?",Five,Six,Four,Three,Five
415878,Logical & Aptitude Reasoning,Logical Reasoning,Logical Reasoning - Hard Level Challenge,Hard,1200,"If all roses are flowers, some flowers fade quickly, and all faded things are to be avoided, which one of the following statements must be true?",Some roses may need to be avoided.,All flowers are roses.,No rose fades quickly.,All faded things are roses.,Some roses may need to be avoided.
415878,Logical & Aptitude Reasoning,Logical Reasoning,Logical Reasoning - Hard Level Challenge,Hard,1200,Sonia is taller than Priya but shorter than Anuj. Neeraj is taller than Anuj. Who among them is the tallest?,Priya,Neeraj,Sonia,Anuj,Neeraj
415878,Logical & Aptitude Reasoning,Logical Reasoning,Logical Reasoning - Hard Level Challenge,Hard,1200,"In a code language, FLOWER is written as GMSXFS. How is MARKET written in the same code?",NBSLFS,NBQLFS,NBSLFT,NBRLFS,NBSLFS
415878,Logical & Aptitude Reasoning,Logical Reasoning,Logical Reasoning - Hard Level Challenge,Hard,1200,"If the sequence of letters 'A C B D E F G' is rearranged in descending alphabetical order, which letter comes third?",E,D,C,F,E
415878,Logical & Aptitude Reasoning,Logical Reasoning,Logical Reasoning - Hard Level Challenge,Hard,1200,"Ravi started walking towards east. After walking 25 meters he turned to his left and walked 15 meters. He then turned left again and walked 25 meters. Finally, he turned to his right and walked 20 meters. How far is Ravi from his starting point?",20 meters,15 meters,35 meters,40 meters,15 meters
415878,Logical & Aptitude Reasoning,Logical Reasoning,Logical Reasoning - Hard Level Challenge,Hard,1200,"If ITALY is coded as JUBMZ, how would GERMAN be coded?",HFTOBO,HFSMBO,HFSMBN,HFSMAN,HFSMBO
415878,Logical & Aptitude Reasoning,Logical Reasoning,Logical Reasoning - Hard Level Challenge,Hard,1200,"In a row, A is sixth from the left and B is fifth from the right. If both exchange their positions, A becomes 13th from the left. How many people are there in the row?",19,17,18,16,17
415878,Logical & Aptitude Reasoning,Logical Reasoning,Logical Reasoning - Hard Level Challenge,Hard,1200,A statement is followed by two conclusions. Statement: All pens are books. No book is a table. Conclusions: I. No pen is a table. II. Some books are pens.,Only conclusion I follows.,Only conclusion II follows.,Both conclusions follow.,Neither conclusion follows.,Both conclusions follow.
415878,Logical & Aptitude Reasoning,Logical Reasoning,Logical Reasoning - Hard Level Challenge,Hard,1200,"Find the odd one out among the following series: 2, 6, 12, 20, 30, 42, 56.",20,30,42,12,20
415878,Logical & Aptitude Reasoning,Logical Reasoning,Logical Reasoning - Hard Level Challenge,Hard,1200,'Eat' is to 'Food' as 'Breathe' is to:,Air,Light,Water,Smoke,Air
324169,Logical & Aptitude Reasoning,Logical Reasoning,Logical Reasoning - Medium Level Challenge,Medium,900,"A snail is at the bottom of a 20-foot well. Each day, it climbs up 3 feet, but at night, it slips back 2 feet. How many days will it take for the snail to reach the top of the well?",14 days,24 days,27 days,18 days,OptionC
324169,Logical & Aptitude Reasoning,Logical Reasoning,Logical Reasoning - Medium Level Challenge,Medium,900,"There are three switches, but they are not labelled. Each switch corresponds to one of three light bulbs in a room. Each bulb is either on or off. You can turn the lights on and off as many times as you want, but you can only enter the room one time. How can you figure out which switch belongs to which light bulb?","Turn two switches on for 5 minutes, then turn one off, then enter the room.","Turn one switch on for 10 minutes, then turn two switches on, then enter the room.","Turn one switch on for 10 minutes, then turn one switch off and one switch on, then enter the room.","Turn one switch on and off in an alternating pattern, then enter the room.",OptionA
324169,Logical & Aptitude Reasoning,Logical Reasoning,Logical Reasoning - Medium Level Challenge,Medium,900,A bat and a ball together cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,5 cents,10 cents,15 cents,20 cents,OptionA
324169,Logical & Aptitude Reasoning,Logical Reasoning,Logical Reasoning - Medium Level Challenge,Medium,900,A woman has two coins that add up to 30 cents. One coin is not a nickel. What are the two coins?,a quarter and a nickel,a quarter and a dime,a dime and a dime,a quarter and a penny,OptionB
324169,Logical & Aptitude Reasoning,Logical Reasoning,Logical Reasoning - Medium Level Challenge,Medium,900,"You are in a room with three light switches. Each switch corresponds to one of three light bulbs in a room. Each bulb is either on or off. You can't see the bulbs from where you are, but you can turn the switches on and off as many times as you want. How can you figure out which switch belongs to which light bulb?","Turn two switches on, then turn one off, then enter the room.","Turn one switch on, then turn one switch off, then enter the room.","Turn one switch on and off in an alternating pattern, then enter the room.","Turn one switch on for 5 minutes, then turn one switch off, then enter the room.",OptionA
324169,Logical & Aptitude Reasoning,Logical Reasoning,Logical Reasoning - Medium Level Challenge,Medium,900,"A man is looking at a photograph of someone. His friend asks him, 'Who is in the picture?' The man replies, 'Brothers and sisters, I have none. But that man's father is my father's son.' Who is in the picture?",His son,His brother,His father,Himself,OptionA
324169,Logical & Aptitude Reasoning,Logical Reasoning,Logical Reasoning - Medium Level Challenge,Medium,900,"There are eight balls, and one of them will be slightly heavier or lighter than the rest. How can you find the heavier or lighter ball in only two weighings on a balance scale?","Divide the balls into three groups of three, two and three, and weigh the two groups of three.",Divide the balls into two groups of four and weigh them.,"Divide the balls into three groups of three, three and two, and weigh the two groups of three.","Divide the balls into two groups of four, weigh them, then take the heavier side and divide it into three and three, and weigh them.",OptionD
324169,Logical & Aptitude Reasoning,Logical Reasoning,Logical Reasoning - Medium Level Challenge,Medium,900,"You are standing in a room with two doors and two guards. One door leads to certain death and the other door leads to freedom. One guard always tells the truth, and the other guard always lies. You don't know which guard is which or which door leads to freedom. You can ask one question to one guard. What question should you ask to ensure you choose the door to freedom?","If I were to ask the other guard which door leads to freedom, what would he say?",Which door leads to freedom?,"If I were to ask you which door leads to certain death, what would you say?",What is your name?,OptionA
324169,Logical & Aptitude Reasoning,Logical Reasoning,Logical Reasoning - Medium Level Challenge,Medium,900,"A farmer has a wolf, a goat, and a cabbage. He must cross a river, but his boat can only hold himself and one of the items. If the wolf is left alone with the goat, it will eat the goat. If the goat is left alone with the cabbage, it will eat the cabbage. How can the farmer get everything across the river without anything being eaten?","The farmer takes the goat across first, then goes back and picks up the wolf, takes the wolf across, then goes back and picks up the goat, then takes the cabbage across, then goes back and picks up the goat.","The farmer takes the cabbage across first, then goes back and picks up the goat, takes the goat across, then goes back and picks up the wolf, then takes the wolf across, then goes back and picks up the cabbage.","The farmer takes the wolf across first, then goes back and picks up the cabbage, takes the cabbage across, then goes back and picks up the wolf, then takes the goat across, then goes back and picks up the cabbage.","The farmer takes the goat across first, then goes back and picks up the cabbage, takes the cabbage across, then goes back and picks up the goat, then takes the wolf across, then goes back and picks up the cabbage.",OptionA
324169,Logical & Aptitude Reasoning,Logical Reasoning,Logical Reasoning - Medium Level Challenge,Medium,900,"A box contains 100 pens, each marked 'Defective' or 'Not Defective'. The probability of randomly selecting a defective pen is 1/3. If 5 pens are randomly removed from the box, what is the probability that all are defective?",1/101,1/243,1/24301,1/321,OptionA
704271,Logical & Aptitude Reasoning,Puzzles & Brain Teasers,Puzzles & Brain Teasers - Easy Level Challenge,Easy,600,"A snail is at the bottom of a 20-foot well. Each day, it climbs up 3 feet, but at night, it slips back 2 feet. How many days will it take for the snail to reach the top of the well?",18 days,20 days,22 days,28 days,18 days
704271,Logical & Aptitude Reasoning,Puzzles & Brain Teasers,Puzzles & Brain Teasers - Easy Level Challenge,Easy,600,"You have 3 switches, but they are not labelled. Each switch corresponds to one of three light bulbs in a room. Each bulb is off to start with. You can turn the lights on and off as many times as you want, but you can only enter the room one time to observe the bulbs. How can you figure out which switch controls which light bulb?","Turn two switches on for 5 minutes, then turn one off. Observe the bulbs.","Turn one switch on for 5 minutes, then turn it off. Turn another switch on and observe the bulbs.","Turn all switches on for 5 minutes, then turn one off. Observe the bulbs.","Turn one switch on, then off, then on again. Observe the bulbs.","Turn two switches on for 5 minutes, then turn one off. Observe the bulbs."
704271,Logical & Aptitude Reasoning,Puzzles & Brain Teasers,Puzzles & Brain Teasers - Easy Level Challenge,Easy,600,A bat and a ball together cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,$0.05,$0.10,$0.15,$0.20,$0.05
704271,Logical & Aptitude Reasoning,Puzzles & Brain Teasers,Puzzles & Brain Teasers - Easy Level Challenge,Easy,600,"You have 8 balls, and one of them will be slightly heavier or lighter than the others. How can you find the heavier or lighter ball in only 2 weighings on a balance scale?","Weigh 3 balls against 3 balls, then weigh the remaining 2 balls against each other.","Weigh 4 balls against 4 balls, then weigh the remaining balls against each other.","Weigh 2 balls against each other, then weigh the remaining balls against each other.","Weigh 1 ball against another, then weigh the remaining balls against each other.","Weigh 3 balls against 3 balls, then weigh the remaining 2 balls against each other."
704271,Logical & Aptitude Reasoning,Puzzles & Brain Teasers,Puzzles & Brain Teasers - Easy Level Challenge,Easy,600,A woman has two coins that add up to 30 cents. One coin is not a nickel. What are the two coins?,A quarter and a nickel,A quarter and a penny,A dime and a twenty-cent coin,Two dimes and a nickel,A quarter and a nickel
704271,Logical & Aptitude Reasoning,Puzzles & Brain Teasers,Puzzles & Brain Teasers - Easy Level Challenge,Easy,600,"You have 5 hats, and 3 of them are white and 2 of them are black. You line up 5 people and put a hat on each person's head. Each person can see the hats of the other 4 people, but not their own. How can the people figure out what color their own hat is?",The people can ask each other about the color of their hat.,"The people can count the number of white hats they see, then the number of black hats.","One person can make a guess about their own hat color, then the others can figure it out.",The people cannot figure out the color of their own hat.,"The people can count the number of white hats they see, then the number of black hats."
704271,Logical & Aptitude Reasoning,Puzzles & Brain Teasers,Puzzles & Brain Teasers - Easy Level Challenge,Easy,600,"A man is looking at a photograph of someone. His friend asks him, 'Who is in the picture?' The man replies, 'Brothers and sisters I have none, but that man's father is my father's son.' Who is in the picture?",The man's son,The man's brother,The man's father,The man himself,The man's son
704271,Logical & Aptitude Reasoning,Puzzles & Brain Teasers,Puzzles & Brain Teasers - Easy Level Challenge,Easy,600,"A box contains 3 red balls, 2 green balls, and 1 yellow ball. You draw 2 balls at random. What is the probability that you will draw 2 green balls?",1/6,1/5,1/4,1/3,1/15
704271,Logical & Aptitude Reasoning,Puzzles & Brain Teasers,Puzzles & Brain Teasers - Easy Level Challenge,Easy,600,You have a 3-gallon bucket and a 5-gallon bucket. How can you measure exactly 4 gallons of water using only these two buckets?,"Fill the 5-gallon bucket completely, then pour 1 gallon into the 3-gallon bucket.","Fill the 3-gallon bucket completely, then pour 1 gallon into the 5-gallon bucket.","Fill the 5-gallon bucket halfway, then pour the water into the 3-gallon bucket.","Fill the 3-gallon bucket halfway, then pour the water into the 5-gallon bucket.","Fill the 5-gallon bucket completely, then pour 1 gallon into the 3-gallon bucket."
704271,Logical & Aptitude Reasoning,Puzzles & Brain Teasers,Puzzles & Brain Teasers - Easy Level Challenge,Easy,600,"You are in a room with 3 light switches. Each switch corresponds to one of three light bulbs in a room. Each light bulb is off to start with. You can turn the lights on and off as many times as you want, but you can only enter the room one time to observe the bulbs. However, you can turn the lights on and off as many times as you want before entering the room. How can you figure out which switch controls which light bulb?","Turn two switches on for 5 minutes, then turn one off. Turn the third switch on, then enter the room.","Turn one switch on for 5 minutes, then turn it off. Turn another switch on, then enter the room.","Turn all switches on for 5 minutes, then turn one off. Enter the room.","Turn one switch on, then off, then on again. Enter the room.","Turn two switches on for 5 minutes, then turn one off. Turn the third switch on, then enter the room."
676691,Logical & Aptitude Reasoning,Puzzles & Brain Teasers,Puzzles & Brain Teasers - Hard Level Challenge,Hard,1200,"You are in a room with three light switches. Each switch corresponds to one of three light bulbs in a room. Each light bulb is either on or off. You can turn the lights on and off as many times as you want, but you can only enter the room one time to observe the light bulbs. How can you figure out which switch controls which light bulb?","Turn two of the switches on, wait for a few minutes, and then turn one off. Observe the light bulbs.","Turn one switch on, wait for a few minutes, and then turn it off. Turn another switch on and enter the room.","Turn two of the switches on and off in sequence, and then enter the room.","Turn one switch on for 5 minutes, turn it off, and turn on the 2nd switch for 1 minute. Then turn on the 3rd switch and enter the room.",OptionD
676691,Logical & Aptitude Reasoning,Puzzles & Brain Teasers,Puzzles & Brain Teasers - Hard Level Challenge,Hard,1200,"A snail is at the bottom of a 20-foot well. Each day, it climbs up 3 feet, but at night, it slips back 2 feet. How many days will it take for the snail to reach the top of the well?",18 days,20 days,22 days,28 days,OptionC
676691,Logical & Aptitude Reasoning,Puzzles & Brain Teasers,Puzzles & Brain Teasers - Hard Level Challenge,Hard,1200,"There are three switches, but they are not labelled. Each switch corresponds to one of three casinos: one that always tells the truth, one that always lies, and one that randomly tells the truth or lies. You can ask one question to one of the switch/casino keepers. What question should you ask to ensure you can identify the truth-telling casino?","If I were to ask your friend, which casino would they say is the truth-telling casino?",Does your casino always tell the truth?,Are you the keeper of the truthful casino?,Is the random casino to your left?,OptionA
676691,Logical & Aptitude Reasoning,Puzzles & Brain Teasers,Puzzles & Brain Teasers - Hard Level Challenge,Hard,1200,A woman has two coins that add up to 30 cents. One coin is not a nickel. What are the two coins?,Quarter and nickel,Dime and dime,Quarter and quarter,Nickel and nickel,OptionA
676691,Logical & Aptitude Reasoning,Puzzles & Brain Teasers,Puzzles & Brain Teasers - Hard Level Challenge,Hard,1200,"You are standing in a room with two doors. One door leads to certain death, and the other leads to freedom. There are two guards, one standing in front of each door. One guard always tells the truth, and the other guard always lies. You don't know which guard is which or which door leads to freedom. You can ask one question to one guard. What question should you ask to ensure you choose the door to freedom?","If I were to ask your fellow guard which door leads to freedom, what would they say?",Which door would your fellow guard say leads to freedom?,Do you always tell the truth?,Does the door to freedom lead to the left?,OptionA
676691,Logical & Aptitude Reasoning,Puzzles & Brain Teasers,Puzzles & Brain Teasers - Hard Level Challenge,Hard,1200,A bat and a ball together cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,$0.04,$0.05,$0.10,$0.20,OptionB
676691,Logical & Aptitude Reasoning,Puzzles & Brain Teasers,Puzzles & Brain Teasers - Hard Level Challenge,Hard,1200,"What can be broken, but never held?",A promise,A light bulb,A glass,A mirror,OptionA
676691,Logical & Aptitude Reasoning,Puzzles & Brain Teasers,Puzzles & Brain Teasers - Hard Level Challenge,Hard,1200,"You have 8 balls, one of which is slightly heavier or lighter than the others. How can you find the heavier or lighter ball using a balance scale and only 2 weighings?","Weigh 3 balls against 3 balls. If balanced, weigh 2 of the remaining balls against each other.","Weigh 4 balls against 4 balls. If balanced, weigh 2 of the remaining balls against each other and then one of those against a known normal ball.","Weigh 2 balls against 2 balls. If balanced, weigh the remaining balls against each other.","Weigh 3 balls against 3 balls. If not balanced, weigh the heavier side against a known normal ball.",OptionA
676691,Logical & Aptitude Reasoning,Puzzles & Brain Teasers,Puzzles & Brain Teasers - Hard Level Challenge,Hard,1200,"What has a head, a tail, but no body?",A stamp,A coin,A pencil,A snake,OptionB
676691,Logical & Aptitude Reasoning,Puzzles & Brain Teasers,Puzzles & Brain Teasers - Hard Level Challenge,Hard,1200,"You have 3 jars, one containing only red marbles, one containing only blue marbles, and one containing a mix of red and blue marbles. However, the jars are incorrectly labelled. How can you, by only taking one marble from one jar, figure out the correct label for each jar?","Take a marble from the jar labelled 'mix'. If it's red, swap the labels on the other two jars.","Take a marble from the jar labelled 'red'. If it's blue, swap the labels on the other two jars.","Take a marble from the jar labelled 'blue'. If it's red, swap the labels on the other two jars.","Take a marble from the jar labelled 'mix'. If it's blue, label one of the other jars 'red'. Take a marble from the remaining jar and label it 'blue'.",OptionA
458551,Logical & Aptitude Reasoning,Puzzles & Brain Teasers,Puzzles & Brain Teasers - Medium Level Challenge,Medium,900,"A snail is at the bottom of a 20-foot well. Each day, it climbs up 3 feet, but at night, it slips back 2 feet. How many days will it take for the snail to reach the top of the well?",18 days,20 days,22 days,24 days,18 days
458551,Logical & Aptitude Reasoning,Puzzles & Brain Teasers,Puzzles & Brain Teasers - Medium Level Challenge,Medium,900,A bat and a ball together cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,$0.05,$0.10,$0.15,$0.20,$0.05
458551,Logical & Aptitude Reasoning,Puzzles & Brain Teasers,Puzzles & Brain Teasers - Medium Level Challenge,Medium,900,"You are in a room with three light switches. Each switch corresponds to one of three light bulbs in a room. Each light bulb is either on or off. You can turn the lights on and off as many times as you want, but you can only enter the room one time. How can you figure out which switch corresponds to which light bulb?","Turn switch 1 to on for 5 minutes, then turn it off. Turn switch 2 to on and go into the room.","Turn switch 1 to on, then turn switch 2 to on and off. Go into the room.","Turn switch 1 to on for 1 minute, then turn switch 2 to on for 1 minute. Go into the room.","Turn all switches on for 1 minute, then turn them off and go into the room.","Turn switch 1 to on for 5 minutes, then turn it off. Turn switch 2 to on and go into the room."
458551,Logical & Aptitude Reasoning,Puzzles & Brain Teasers,Puzzles & Brain Teasers - Medium Level Challenge,Medium,900,A woman has two coins that add up to 30 cents. One coin is not a nickel. What are the two coins?,A quarter and a nickel,A quarter and a dime,A dime and a dime,A nickel and a quarter,A quarter and a nickel
458551,Logical & Aptitude Reasoning,Puzzles & Brain Teasers,Puzzles & Brain Teasers - Medium Level Challenge,Medium,900,"You have 8 balls, and one of them will be slightly heavier or lighter than the others. How can you find the heavier or lighter ball in only 2 weighings on a balance scale?","Weigh 3 balls against 3 balls. If equal, weigh the last 2 balls against each other.","Weigh 2 balls against 2 balls. If equal, weigh the last 4 balls against each other.","Weigh 4 balls against 4 balls. If equal, weigh 2 of the remaining balls against each other.","Weigh 2 balls against each other. If equal, weigh the remaining 6 balls against each other.","Weigh 3 balls against 3 balls. If equal, weigh the last 2 balls against each other."
458551,Logical & Aptitude Reasoning,Puzzles & Brain Teasers,Puzzles & Brain Teasers - Medium Level Challenge,Medium,900,"There are three switches, but they are not labelled. Each switch corresponds to one of three light bulbs in a room. How can you figure out which switch corresponds to which light bulb?","Turn switch 1 to on for 5 minutes, then turn it off. Turn switch 2 to on and go into the room.","Turn switch 1 to on, then turn switch 2 to on and off. Go into the room.","Turn switch 1 to on for 1 minute, then turn switch 2 to on for 1 minute. Go into the room.","Turn all switches on for 1 minute, then turn them off and go into the room.","Turn switch 1 to on for 5 minutes, then turn it off. Turn switch 2 to on and go into the room."
458551,Logical & Aptitude Reasoning,Puzzles & Brain Teasers,Puzzles & Brain Teasers - Medium Level Challenge,Medium,900,"A man is looking at a photograph of someone. His friend asks him, 'Who is in the picture?' The man replies, 'Brothers and sisters, I have none. That man's father is my father's son.' Who is in the picture?",His son,His brother,His father,Himself,His son
458551,Logical & Aptitude Reasoning,Puzzles & Brain Teasers,Puzzles & Brain Teasers - Medium Level Challenge,Medium,900,"You are in a room with two doors. One door leads to certain death, and the other door leads to freedom. There are two guards, one standing in front of each door. One guard always tells the truth, and the other guard always lies. You don't know which guard is which or which door leads to freedom. You can ask one question to one guard. What question should you ask to ensure you choose the door to freedom?","If I were to ask the other guard which door leads to freedom, what would he say?",Which door leads to freedom?,Is the door you are standing in front of the door to freedom?,Are you the truth-telling guard?,"If I were to ask the other guard which door leads to freedom, what would he say?"
458551,Logical & Aptitude Reasoning,Puzzles & Brain Teasers,Puzzles & Brain Teasers - Medium Level Challenge,Medium,900,"There are three boxes, one containing only apples, one containing only oranges, and one containing both apples and oranges. The boxes are labelled, but the labels are wrong. How can you figure out which box contains which type of fruit by only asking one question?",Ask if the box labelled 'apples' contains only apples.,Ask if the box labelled 'oranges' contains only oranges.,Ask if the box labelled 'both' contains both apples and oranges.,Ask which box contains both apples and oranges.,Ask if the box labelled 'apples' contains only apples.
458551,Logical & Aptitude Reasoning,Puzzles & Brain Teasers,Puzzles & Brain Teasers - Medium Level Challenge,Medium,900,"A farmer has a fox, a goose, and a sack of beans. He must cross a river, but his boat can only hold himself and one of the three items at a time. If the fox is left alone with the goose, it will eat the goose. If the goose is left alone with the beans, it will eat the beans. How can the farmer get everything across the river safely?","Take the goose across first, then the beans, then the fox.","Take the beans across first, then the goose, then the fox.","Take the fox across first, then the goose, then the beans.","Take the goose across first, then the fox, then the beans.","Take the goose across first, then the beans, then the fox."
220226,Logical & Aptitude Reasoning,Quantitative Aptitude,Quantitative Aptitude - Easy Level Challenge,Easy,600,"Which number comes next in this sequence: 2, 4, 6, ?",7,8,10,12,8
220226,Logical & Aptitude Reasoning,Quantitative Aptitude,Quantitative Aptitude - Easy Level Challenge,Easy,600,"If APPLE is coded as 1, 2, 2, 3, 4, what is the code for PLEA?","2, 2, 3, 1","1, 2, 3, 4","3, 2, 2, 1","2, 3, 1, 2","2, 2, 3, 1"
220226,Logical & Aptitude Reasoning,Quantitative Aptitude,Quantitative Aptitude - Easy Level Challenge,Easy,600,"Which is the odd one out: 12, 14, 16, 18, 21?",14,16,18,21,21
220226,Logical & Aptitude Reasoning,Quantitative Aptitude,Quantitative Aptitude - Easy Level Challenge,Easy,600,"Find the next term in the series: A, C, E, ?",D,F,G,H,F
220226,Logical & Aptitude Reasoning,Quantitative Aptitude,Quantitative Aptitude - Easy Level Challenge,Easy,600,"Which shape is different from the others: Square, Rectangle, Triangle, Circle?",Square,Triangle,Rectangle,Circle,Circle
220226,Logical & Aptitude Reasoning,Quantitative Aptitude,Quantitative Aptitude - Easy Level Challenge,Easy,600,"Select the next number: 3, 6, 9, ?",12,15,18,10,12
220226,Logical & Aptitude Reasoning,Quantitative Aptitude,Quantitative Aptitude - Easy Level Challenge,Easy,600,"In the word 'TABLE', if T = 1, A = 2, B = 3, L = 4, E = 5, what is the sum of all the letters?",10,12,15,20,15
220226,Logical & Aptitude Reasoning,Quantitative Aptitude,Quantitative Aptitude - Easy Level Challenge,Easy,600,"Fill in the blank: 4, 8, 12, __, 20",14,16,18,13,16
220226,Logical & Aptitude Reasoning,Quantitative Aptitude,Quantitative Aptitude - Easy Level Challenge,Easy,600,Which letter is two places before 'F' in the English alphabet?,D,G,C,E,D
220226,Logical & Aptitude Reasoning,Quantitative Aptitude,Quantitative Aptitude - Easy Level Challenge,Easy,600,"One morning, Arun saw the sunrise while facing east. Which direction is to his left?",South,North,West,East,North
504498,Logical & Aptitude Reasoning,Quantitative Aptitude,Quantitative Aptitude - Hard Level Challenge,Hard,1200,"In a certain code language, if CAT is coded as 312 and DOG is coded as 415, how will GOD be coded?",415,514,541,451,541
504498,Logical & Aptitude Reasoning,Quantitative Aptitude,Quantitative Aptitude - Hard Level Challenge,Hard,1200,Point P is 6 km South of point Q. Point R is 8 km East of point P. Point S is 6 km North of point R. What is the distance between Q and S?,8 km,10 km,12 km,14 km,8 km
504498,Logical & Aptitude Reasoning,Quantitative Aptitude,Quantitative Aptitude - Hard Level Challenge,Hard,1200,"A sequence is given as 2, 6, 12, 20, __. What is the next number in the sequence?",30,24,28,38,30
